Edad,Genero,Historial_Crediticio,Salario_Anual,Deuda
27,M,Regular,22291.0,25433.0
47,M,Regular,33123.0,5305.0
67,F,Regular,23811.0,
35,F,Bueno,98883.0,48648.0
34,F,Regular,51276.0,31385.0
43,M,Bueno,74145.0,42113.0
25,F,Bueno,66619.0,49994.0
64,F,Regular,101049.0,37968.0
57,M,Regular,90678.0,42642.0
66,M,Malo,108782.0,33062.0
29,F,Regular,111043.0,6097.0
44,F,Malo,46714.0,39180.0
25,F,Regular,75685.0,41604.0
42,F,Regular,32194.0,44593.0
63,M,Regular,93062.0,6678.0
21,M,Regular,84037.0,32121.0
50,M,Malo,39362.0,48503.0
18,F,Malo,74499.0,21404.0
36,F,Regular,66281.0,5743.0
48,M,Regular,82813.0,16494.0
33,M,Malo,64852.0,41543.0
31,F,Bueno,67836.0,44185.0
65,F,Bueno,24595.0,9678.0
22,M,Bueno,115930.0,37632.0
58,M,Malo,35402.0,46235.0
43,M,Malo,85283.0,1648.0
45,F,Bueno,112676.0,15677.0
19,F,Bueno,108131.0,48686.0
67,F,Regular,62723.0,22765.0
23,F,Malo,71322.0,2381.0
26,F,Malo,66764.0,16489.0
50,F,Bueno,44911.0,11745.0
58,M,Bueno,111288.0,5818.0
42,M,Malo,39405.0,42654.0
65,F,Regular,78122.0,33149.0
30,M,Bueno,109756.0,27312.0
26,F,Malo,119489.0,37124.0
30,M,Malo,23447.0,38686.0
48,F,Regular,73143.0,1316.0
58,M,Regular,82906.0,5454.0
28,M,Bueno,30662.0,13107.0
21,F,Bueno,83001.0,4074.0
51,F,Bueno,78282.0,21188.0
55,M,Malo,24899.0,47579.0
63,M,Bueno,48582.0,31968.0
21,F,Malo,87471.0,40389.0
55,M,Bueno,62213.0,49814.0
36,F,Regular,95871.0,23102.0
23,F,Regular,103205.0,48894.0
51,M,Malo,94081.0,41422.0
35,F,Regular,103805.0,31957.0
30,M,Malo,57830.0,12872.0
58,M,Malo,27066.0,47719.0
40,F,Regular,30712.0,8349.0
36,M,Malo,101527.0,19693.0
62,F,Regular,85365.0,32627.0
28,F,Bueno,107185.0,43677.0
18,F,Bueno,119851.0,10760.0
41,M,Regular,50806.0,11584.0
24,F,Regular,32210.0,2106.0
42,M,Regular,56972.0,13669.0
38,F,Regular,54136.0,25223.0
32,F,Bueno,64297.0,35706.0
18,F,Malo,35945.0,2483.0
29,M,Malo,115201.0,27482.0
24,M,Bueno,62477.0,34143.0
32,F,Malo,99180.0,24240.0
38,F,Bueno,90453.0,10015.0
36,M,Malo,105404.0,16628.0
46,M,Regular,97413.0,25443.0
42,M,Regular,33224.0,30819.0
50,F,Regular,23052.0,15060.0
66,M,Bueno,47272.0,27437.0
49,F,Bueno,61150.0,49631.0
66,M,Malo,116204.0,10654.0
52,F,Malo,37316.0,14253.0
61,F,Malo,73389.0,11565.0
55,F,Bueno,83332.0,27597.0
43,M,Malo,27240.0,27768.0
28,M,Regular,117095.0,87.0
52,M,Malo,88774.0,
25,F,Regular,63175.0,8764.0
63,F,Bueno,20565.0,178.0
31,M,Regular,107298.0,26301.0
27,F,Regular,91094.0,49314.0
19,F,Regular,36375.0,35408.0
63,F,Bueno,45710.0,41965.0
26,M,Bueno,69895.0,31913.0
20,F,Bueno,96639.0,18732.0
38,M,Bueno,35174.0,2421.0
43,M,Malo,107329.0,43715.0
25,M,Bueno,47597.0,20526.0
65,M,Regular,94289.0,28317.0
19,M,Bueno,58397.0,1217.0
23,F,Malo,91854.0,35242.0
45,M,Malo,53069.0,929.0
46,M,Malo,105687.0,40726.0
43,M,Regular,60274.0,34270.0
42,F,Bueno,94237.0,33188.0
29,F,Bueno,92498.0,13580.0
22,F,Bueno,58197.0,48608.0
51,F,Regular,68634.0,38598.0
65,M,Regular,50041.0,30431.0
54,M,Malo,27248.0,20742.0
32,F,Malo,105365.0,17833.0
61,F,Bueno,22203.0,30885.0
53,F,Regular,71986.0,5811.0
32,F,Regular,45370.0,8619.0
60,M,Bueno,55247.0,24255.0
65,F,Bueno,95922.0,24972.0
40,F,Malo,20434.0,13527.0
23,F,Malo,82982.0,48991.0
63,F,Malo,85180.0,32874.0
67,F,Bueno,54474.0,4049.0
61,F,Bueno,,41057.0
60,F,Malo,58493.0,1903.0
62,M,Malo,103824.0,44261.0
38,M,Regular,23959.0,5376.0
40,M,Regular,67289.0,42.0
60,M,Malo,31143.0,22769.0
33,M,Malo,59593.0,1577.0
64,M,Regular,59115.0,
32,F,Malo,42540.0,22449.0
42,F,Regular,55481.0,38653.0
53,M,Regular,115505.0,28859.0
28,F,Regular,97097.0,8576.0
68,M,Bueno,42578.0,45874.0
32,F,Bueno,32787.0,11663.0
21,F,Malo,92048.0,36345.0
38,F,Regular,72879.0,48910.0
30,F,Bueno,30596.0,
39,F,Malo,117282.0,34902.0
36,F,Malo,80669.0,3892.0
51,M,Malo,39930.0,27112.0
31,M,Malo,67950.0,4321.0
21,F,Malo,115737.0,5776.0
65,M,Regular,38687.0,43352.0
69,F,Malo,72833.0,16119.0
63,M,Regular,55989.0,30569.0
44,F,Bueno,50183.0,38596.0
46,M,Malo,40758.0,33063.0
64,F,Bueno,21082.0,33181.0
45,M,Regular,116368.0,22340.0
52,F,Regular,65891.0,10187.0
25,M,Bueno,65810.0,47084.0
33,F,Malo,66901.0,6668.0
59,F,Malo,103512.0,15344.0
53,F,Bueno,91062.0,8195.0
47,M,Bueno,116622.0,16561.0
35,M,Bueno,41563.0,37122.0
19,M,Malo,92008.0,22298.0
66,F,Malo,22775.0,38250.0
30,M,Malo,35828.0,16076.0
21,F,Bueno,37974.0,15376.0
43,M,Malo,42388.0,36039.0
42,M,Regular,100591.0,43442.0
47,M,Bueno,,5392.0
28,M,Malo,57886.0,49441.0
24,F,Bueno,42838.0,27106.0
48,M,Regular,60728.0,14309.0
61,M,Regular,98000.0,24809.0
27,F,Bueno,72798.0,
56,F,Bueno,92776.0,693.0
30,M,Regular,90478.0,33937.0
48,M,Bueno,39622.0,29233.0
24,F,Regular,33536.0,8623.0
66,F,Regular,87136.0,40550.0
59,F,Malo,25700.0,46624.0
59,M,Bueno,58839.0,9174.0
53,M,Bueno,30248.0,11352.0
37,M,Malo,65291.0,5530.0
21,F,Regular,102629.0,4992.0
24,F,Bueno,104891.0,23354.0
18,F,Malo,37177.0,3312.0
61,M,Malo,39483.0,
62,F,Bueno,63815.0,4318.0
59,M,Malo,58533.0,46827.0
64,F,Regular,20026.0,34456.0
30,M,Malo,80611.0,467.0
39,M,Regular,107242.0,27192.0
38,F,Regular,44660.0,42305.0
39,M,Bueno,75103.0,35190.0
45,F,Malo,72253.0,23663.0
26,M,Regular,62082.0,31246.0
43,F,Regular,36258.0,47372.0
26,F,Malo,118315.0,37489.0
32,M,Regular,109690.0,41971.0
27,F,Malo,115220.0,40309.0
41,M,Bueno,35389.0,42637.0
59,F,Regular,111860.0,28273.0
25,F,Regular,47685.0,47553.0
41,F,Malo,79220.0,29473.0
33,F,Malo,47195.0,13679.0
66,M,Malo,41797.0,27445.0
43,F,Malo,,45310.0
44,F,Regular,117169.0,17870.0
54,M,Bueno,86332.0,47229.0
21,M,Bueno,113925.0,
67,M,Bueno,82907.0,29433.0
41,M,Bueno,27188.0,11038.0
36,M,Malo,43696.0,25933.0
53,M,Regular,22024.0,45020.0
56,F,Regular,93202.0,29236.0
27,M,Regular,55985.0,9770.0
42,F,Malo,26584.0,3749.0
35,M,Regular,110998.0,44585.0
36,F,Malo,47044.0,35271.0
53,F,Regular,25285.0,7855.0
27,F,Bueno,83115.0,46146.0
50,M,Malo,27370.0,44097.0
67,M,Regular,37903.0,23439.0
22,M,Bueno,52499.0,30290.0
64,M,Bueno,117904.0,11101.0
66,F,Bueno,42995.0,27240.0
52,M,Malo,55200.0,16783.0
61,F,Malo,108377.0,44917.0
51,F,Regular,90402.0,26809.0
50,M,Bueno,33566.0,47387.0
38,M,Regular,57822.0,17923.0
34,M,Regular,71222.0,47753.0
39,F,Bueno,114088.0,15026.0
65,M,Regular,110450.0,41196.0
54,F,Malo,70668.0,23569.0
32,M,Regular,83853.0,41887.0
52,F,Bueno,74643.0,20893.0
45,M,Malo,42333.0,22435.0
24,M,Malo,35958.0,36892.0
49,F,Regular,72442.0,32399.0
28,M,Regular,40954.0,25236.0
27,M,Malo,95174.0,27199.0
26,M,Regular,119683.0,20334.0
31,M,Bueno,29675.0,49143.0
30,M,Regular,109590.0,33217.0
42,M,Regular,51661.0,49531.0
19,M,Malo,84289.0,15034.0
52,F,Regular,37184.0,31085.0
24,F,Regular,67963.0,9442.0
38,M,Regular,45822.0,
35,M,Bueno,82303.0,35069.0
20,M,Regular,96465.0,7710.0
59,F,Bueno,25267.0,38560.0
56,F,Bueno,72647.0,42427.0
58,M,Bueno,82814.0,7216.0
66,F,Bueno,56025.0,11712.0
28,M,Malo,,4905.0
56,M,Bueno,20981.0,48534.0
41,M,Regular,63436.0,38767.0
63,M,Bueno,38472.0,27930.0
36,F,Regular,39336.0,31192.0
21,F,Bueno,45587.0,23506.0
43,M,Malo,97192.0,49751.0
55,F,Bueno,112862.0,7288.0
59,F,Bueno,104046.0,44034.0
49,M,Malo,73013.0,30011.0
56,F,Bueno,104511.0,15586.0
62,M,Regular,29665.0,32400.0
63,M,Bueno,47097.0,1567.0
53,M,Bueno,111277.0,47878.0
57,M,Bueno,72474.0,48850.0
54,F,Malo,91973.0,1094.0
50,M,Bueno,45185.0,11135.0
53,F,Bueno,95911.0,13508.0
20,M,Regular,112643.0,45113.0
26,M,Bueno,50484.0,9684.0
25,F,Bueno,65610.0,27247.0
50,M,Bueno,70807.0,6191.0
23,F,Bueno,70907.0,17842.0
58,F,Regular,77389.0,8046.0
56,M,Regular,45835.0,4934.0
21,M,Malo,,46806.0
30,M,Bueno,116453.0,1354.0
66,M,Malo,73790.0,39241.0
19,M,Malo,96960.0,29816.0
22,M,Bueno,29643.0,45562.0
61,F,Regular,95846.0,2963.0
44,F,Regular,38951.0,27424.0
49,M,Bueno,112104.0,14503.0
38,F,Bueno,35233.0,3042.0
25,F,Regular,33200.0,30241.0
55,M,Bueno,72275.0,39741.0
25,M,Bueno,107084.0,7139.0
67,F,Bueno,96068.0,11226.0
20,M,Regular,109001.0,39698.0
61,F,Malo,41291.0,14762.0
20,M,Malo,62448.0,18116.0
39,F,Bueno,50580.0,38108.0
23,F,Regular,111685.0,5111.0
19,F,Bueno,41346.0,3081.0
40,F,Regular,30619.0,29815.0
61,M,Bueno,21766.0,7802.0
19,M,Regular,23549.0,42230.0
55,F,Regular,38693.0,48348.0
34,F,Malo,82019.0,17913.0
52,M,Bueno,117458.0,17465.0
51,M,Malo,68328.0,7994.0
40,F,Malo,97701.0,3531.0
47,F,Regular,109100.0,9343.0
69,F,Bueno,45301.0,33484.0
25,F,Regular,64763.0,6229.0
39,F,Regular,40765.0,28775.0
61,M,Regular,64787.0,26766.0
53,F,Bueno,27425.0,16588.0
22,M,Bueno,32857.0,23168.0
30,M,Regular,72771.0,44789.0
46,M,Bueno,112999.0,44069.0
48,F,Regular,42444.0,36862.0
64,M,Bueno,61457.0,21866.0
33,M,Bueno,99741.0,9524.0
59,M,Malo,20704.0,22538.0
47,M,Regular,25452.0,42809.0
33,F,Malo,58862.0,21226.0
29,F,Malo,81471.0,8103.0
34,M,Regular,89217.0,18402.0
33,M,Regular,106058.0,15090.0
29,F,Bueno,38300.0,15915.0
25,F,Regular,29566.0,41477.0
37,F,Malo,27501.0,34206.0
20,M,Malo,21845.0,21511.0
33,F,Regular,59181.0,15029.0
47,M,Malo,77263.0,30831.0
62,M,Bueno,98766.0,23531.0
40,F,Malo,83038.0,4517.0
45,M,Bueno,103290.0,
68,F,Malo,54404.0,26835.0
57,M,Bueno,42564.0,27725.0
22,F,Bueno,117898.0,25357.0
37,M,Regular,77435.0,43673.0
57,M,Bueno,38227.0,1244.0
61,F,Regular,110296.0,2416.0
18,F,Malo,115259.0,48061.0
47,F,Malo,67475.0,6490.0
38,F,Malo,,11683.0
37,M,Bueno,91074.0,5839.0
23,F,Malo,41699.0,24992.0
39,F,Malo,32454.0,47618.0
35,M,Regular,68217.0,44938.0
25,F,Regular,41711.0,44735.0
56,F,Malo,35059.0,37777.0
49,M,Malo,68398.0,47080.0
50,F,Bueno,21286.0,8924.0
33,F,Bueno,54297.0,15921.0
29,F,Malo,46485.0,24260.0
55,F,Regular,79967.0,28380.0
69,F,Malo,117803.0,18811.0
51,F,Bueno,74583.0,5721.0
31,M,Regular,71630.0,41191.0
53,F,Regular,47086.0,4930.0
50,M,Bueno,36484.0,4353.0
40,M,Malo,88623.0,7832.0
67,M,Malo,79263.0,49554.0
62,M,Malo,38675.0,22951.0
19,F,Bueno,80664.0,
58,F,Regular,44680.0,7770.0
38,F,Bueno,37077.0,25525.0
19,M,Malo,58174.0,16556.0
44,F,Bueno,96968.0,15094.0
26,F,Regular,,7935.0
18,F,Bueno,66126.0,2675.0
28,M,Malo,23392.0,31280.0
20,M,Regular,82257.0,11240.0
69,F,Bueno,87804.0,4005.0
40,M,Bueno,58400.0,6544.0
43,M,Regular,56551.0,17332.0
21,F,Regular,48088.0,26836.0
35,M,Malo,100015.0,14388.0
23,M,Regular,45465.0,47727.0
52,F,Malo,68155.0,1694.0
39,M,Bueno,107893.0,21141.0
60,M,Malo,25969.0,22666.0
32,M,Bueno,28981.0,47521.0
39,M,Regular,41032.0,49294.0
54,M,Bueno,74091.0,38769.0
69,M,Regular,44408.0,39420.0
59,M,Bueno,44241.0,47753.0
29,M,Bueno,67940.0,37349.0
64,F,Bueno,102938.0,37855.0
66,F,Bueno,71105.0,1460.0
59,F,Malo,111302.0,36655.0
55,F,Bueno,81050.0,47646.0
35,M,Malo,23657.0,41252.0
62,F,Regular,41230.0,9835.0
52,F,Regular,38680.0,48411.0
47,M,Malo,102694.0,10910.0
41,M,Regular,104731.0,
59,M,Regular,62340.0,25613.0
47,M,Bueno,55950.0,31353.0
31,M,Bueno,98515.0,38614.0
23,F,Bueno,27867.0,8463.0
20,M,Malo,100691.0,13336.0
33,F,Malo,98542.0,26534.0
24,F,Regular,24329.0,2369.0
69,M,Bueno,108087.0,25381.0
31,F,Malo,55865.0,46760.0
26,F,Malo,86940.0,19558.0
32,M,Bueno,57869.0,22369.0
38,F,Malo,86905.0,33650.0
52,F,Bueno,103984.0,30954.0
19,F,Regular,109711.0,25407.0
44,M,Regular,86252.0,35939.0
19,M,Regular,99386.0,26767.0
52,M,Bueno,21711.0,2040.0
35,F,Malo,45801.0,23116.0
31,M,Regular,107287.0,26170.0
37,F,Regular,110709.0,6372.0
35,M,Regular,73270.0,22369.0
27,F,Malo,91622.0,7562.0
42,M,Malo,75535.0,44544.0
19,M,Bueno,96759.0,5900.0
42,F,Regular,36220.0,40733.0
50,M,Malo,33392.0,21700.0
53,F,Bueno,105587.0,41233.0
48,M,Regular,22246.0,589.0
31,M,Malo,40010.0,5063.0
18,F,Malo,88358.0,20017.0
63,F,Bueno,110203.0,18374.0
33,F,Regular,37234.0,22899.0
63,M,Regular,116190.0,49008.0
69,F,Malo,69451.0,1258.0
20,M,Regular,95205.0,13598.0
52,F,Bueno,41784.0,2866.0
58,F,Malo,49672.0,49723.0
23,F,Malo,21082.0,41504.0
42,F,Bueno,31148.0,30132.0
30,F,Malo,47494.0,29404.0
51,F,Regular,95093.0,45472.0
25,M,Regular,71952.0,637.0
38,F,Malo,56719.0,24616.0
51,M,Bueno,68737.0,37650.0
21,F,Bueno,79453.0,15828.0
42,F,Regular,59536.0,26196.0
32,F,Bueno,70604.0,36440.0
21,M,Malo,70833.0,45097.0
62,M,Malo,34039.0,47735.0
29,F,Regular,87839.0,32022.0
49,M,Regular,67931.0,32202.0
49,F,Regular,59925.0,28704.0
45,F,Bueno,71003.0,25875.0
30,M,Malo,103817.0,23641.0
48,M,Malo,68897.0,37479.0
31,M,Malo,107745.0,13235.0
37,M,Regular,113709.0,22027.0
35,F,Malo,62287.0,32927.0
46,M,Bueno,110726.0,42912.0
23,M,Bueno,53012.0,47561.0
49,F,Malo,61783.0,42691.0
46,M,Regular,105727.0,27022.0
60,M,Malo,88315.0,5938.0
19,M,Bueno,103766.0,44122.0
40,M,Bueno,66491.0,42692.0
36,F,Bueno,108941.0,33348.0
48,F,Malo,78584.0,32209.0
68,M,Bueno,32803.0,37242.0
22,M,Regular,69625.0,9941.0
36,F,Malo,113361.0,7073.0
51,M,Malo,33698.0,42430.0
27,M,Bueno,54560.0,37827.0
42,M,Bueno,35376.0,46225.0
19,M,Regular,103654.0,37096.0
28,M,Malo,33117.0,921.0
67,M,Bueno,76381.0,2773.0
48,M,Regular,57956.0,4462.0
32,M,Bueno,68786.0,20960.0
26,M,Malo,107778.0,30268.0
40,F,Bueno,86480.0,19818.0
36,F,Malo,51695.0,39501.0
26,F,Bueno,21511.0,44542.0
52,M,Malo,73233.0,42078.0
38,M,Regular,42502.0,1865.0
26,F,Malo,70010.0,30706.0
45,M,Regular,110341.0,
63,F,Malo,112529.0,49876.0
68,M,Regular,93905.0,30511.0
24,F,Bueno,66489.0,
33,F,Malo,103533.0,40478.0
33,F,Bueno,101165.0,26401.0
50,M,Regular,51949.0,28502.0
21,F,Malo,88376.0,46214.0
21,M,Malo,99587.0,13394.0
56,M,Bueno,113059.0,33158.0
57,M,Malo,87310.0,9262.0
34,M,Malo,98798.0,4487.0
54,M,Bueno,89407.0,27341.0
56,M,Malo,93809.0,43388.0
69,M,Bueno,37229.0,13570.0
46,F,Bueno,47385.0,29605.0
69,F,Bueno,62176.0,6066.0
53,F,Bueno,114825.0,37262.0
55,M,Bueno,23260.0,26723.0
56,M,Regular,117555.0,3572.0
67,M,Regular,23145.0,12670.0
54,M,Bueno,117289.0,27839.0
69,F,Regular,27802.0,48707.0
52,M,Regular,22263.0,49028.0
24,F,Malo,46913.0,28401.0
44,M,Bueno,77788.0,10249.0
45,F,Regular,28155.0,2311.0
39,M,Malo,20922.0,32011.0
31,F,Malo,92231.0,43839.0
24,M,Bueno,40672.0,39541.0
54,F,Bueno,58526.0,39673.0
39,M,Malo,65344.0,3642.0
22,F,Bueno,39014.0,6338.0
19,F,Bueno,93352.0,49114.0
44,M,Malo,111279.0,9622.0
38,F,Malo,60324.0,48423.0
55,M,Bueno,114075.0,42873.0
32,M,Regular,115638.0,39008.0
38,M,Bueno,58698.0,47565.0
27,F,Regular,,7806.0
40,F,Malo,43384.0,757.0
56,M,Regular,23512.0,26710.0
22,M,Malo,26066.0,21470.0
18,F,Bueno,,6220.0
30,F,Bueno,98743.0,42872.0
38,F,Malo,105642.0,26315.0
43,M,Malo,99858.0,27793.0
67,M,Malo,74800.0,14316.0
62,M,Bueno,83140.0,42094.0
38,M,Bueno,104954.0,22505.0
35,M,Regular,22387.0,28288.0
54,F,Malo,76160.0,8956.0
62,M,Regular,79241.0,19109.0
49,F,Bueno,,3497.0
53,F,Regular,21799.0,9864.0
34,M,Regular,55548.0,31510.0
52,F,Bueno,53895.0,27981.0
66,M,Bueno,110450.0,22026.0
28,F,Malo,100171.0,8774.0
38,M,Regular,60379.0,46807.0
69,M,Bueno,,21017.0
43,F,Bueno,93071.0,1821.0
21,M,Regular,88344.0,45485.0
51,F,Bueno,98591.0,18021.0
69,M,Malo,113141.0,10372.0
65,M,Malo,112201.0,41148.0
35,M,Regular,,34514.0
57,F,Malo,24297.0,28402.0
52,F,Bueno,106479.0,5797.0
58,M,Bueno,118752.0,16283.0
46,F,Bueno,25008.0,40857.0
69,M,Bueno,106813.0,
46,F,Regular,36820.0,7597.0
55,F,Malo,91548.0,30320.0
59,M,Malo,42253.0,31261.0
38,M,Bueno,49202.0,6107.0
59,M,Regular,49236.0,25760.0
30,M,Bueno,87156.0,35561.0
66,M,Bueno,80263.0,11138.0
58,F,Regular,119252.0,35268.0
34,F,Regular,94855.0,31608.0
26,M,Bueno,36575.0,13138.0
58,M,Malo,32204.0,41129.0
18,M,Bueno,31952.0,37693.0
19,F,Malo,103323.0,17464.0
65,M,Malo,71142.0,21248.0
46,M,Regular,,37221.0
50,F,Regular,49376.0,18632.0
27,F,Bueno,86084.0,47547.0
67,F,Malo,31640.0,12100.0
57,F,Malo,46437.0,47930.0
38,M,Bueno,107681.0,1325.0
45,F,Bueno,27903.0,11369.0
28,F,Bueno,103704.0,10340.0
51,M,Regular,,13408.0
25,M,Bueno,63381.0,19369.0
39,M,Bueno,48548.0,
25,F,Malo,69956.0,26105.0
66,M,Bueno,94526.0,31384.0
32,F,Malo,31467.0,1461.0
34,F,Malo,77954.0,42362.0
40,F,Regular,43901.0,32840.0
41,M,Bueno,75983.0,28610.0
62,F,Bueno,43301.0,38798.0
36,M,Malo,105180.0,20995.0
22,M,Regular,89903.0,19180.0
49,M,Regular,36204.0,7717.0
61,F,Bueno,39755.0,13331.0
18,F,Malo,,13936.0
40,F,Bueno,,29550.0
54,M,Bueno,89537.0,20615.0
25,F,Bueno,116319.0,3576.0
30,F,Bueno,42940.0,40868.0
25,F,Malo,93346.0,32503.0
40,F,Regular,64040.0,46380.0
60,F,Bueno,57322.0,5728.0
18,M,Bueno,111544.0,32800.0
62,M,Bueno,104437.0,10886.0
68,M,Bueno,112969.0,14078.0
41,M,Regular,107725.0,4373.0
52,F,Regular,114266.0,47236.0
41,M,Regular,29236.0,45805.0
34,F,Regular,92597.0,32532.0
22,M,Bueno,104124.0,47229.0
37,M,Malo,23902.0,35160.0
38,M,Regular,119656.0,28688.0
57,F,Regular,54364.0,11063.0
48,F,Bueno,118983.0,23089.0
63,M,Bueno,114410.0,33585.0
53,F,Bueno,40096.0,6203.0
28,M,Bueno,32020.0,2438.0
69,M,Malo,78473.0,27559.0
32,M,Malo,64153.0,23212.0
36,F,Regular,61277.0,6641.0
24,M,Malo,107221.0,16983.0
68,M,Regular,58502.0,14026.0
45,M,Regular,35675.0,49831.0
68,F,Malo,44365.0,19636.0
60,M,Regular,107812.0,34603.0
22,F,Bueno,98229.0,12222.0
22,M,Regular,109049.0,2177.0
47,F,Bueno,72148.0,40910.0
49,M,Malo,109157.0,32916.0
25,M,Malo,109247.0,13105.0
27,F,Regular,113321.0,34512.0
55,F,Bueno,88078.0,1646.0
64,M,Regular,102598.0,9864.0
49,F,Malo,90902.0,46434.0
65,M,Regular,46465.0,26515.0
45,M,Regular,52286.0,23762.0
34,M,Bueno,74795.0,36435.0
48,F,Malo,60178.0,16960.0
25,M,Regular,99183.0,44055.0
57,F,Bueno,69986.0,27607.0
42,M,Regular,63201.0,16302.0
26,F,Bueno,63315.0,45778.0
19,F,Bueno,95396.0,
32,M,Regular,75178.0,31321.0
67,F,Malo,30745.0,30313.0
20,M,Malo,92354.0,37547.0
66,M,Bueno,99637.0,40955.0
53,M,Malo,25028.0,13029.0
21,M,Bueno,118261.0,35740.0
31,M,Malo,68566.0,18429.0
58,F,Regular,63722.0,28512.0
58,M,Malo,106623.0,11140.0
42,F,Bueno,94974.0,14847.0
67,F,Bueno,103692.0,47191.0
27,M,Malo,104084.0,34256.0
38,F,Regular,59879.0,28774.0
53,M,Bueno,44767.0,9127.0
29,F,Bueno,88099.0,28205.0
44,F,Bueno,68657.0,42674.0
57,F,Bueno,28498.0,34570.0
19,M,Bueno,93667.0,15627.0
30,F,Regular,45107.0,36288.0
49,M,Malo,48793.0,38664.0
48,F,Regular,22696.0,32333.0
33,F,Regular,73839.0,48012.0
49,F,Bueno,109241.0,36079.0
49,F,Regular,43397.0,18689.0
51,M,Bueno,27704.0,24259.0
28,M,Regular,36442.0,
27,F,Bueno,83788.0,8009.0
32,F,Bueno,29765.0,44674.0
34,M,Regular,30002.0,44995.0
57,M,Regular,31390.0,38230.0
35,M,Malo,64436.0,45828.0
26,M,Malo,104482.0,36226.0
42,F,Malo,26641.0,36498.0
57,F,Regular,53709.0,28820.0
31,M,Regular,59309.0,40315.0
42,M,Bueno,35624.0,29482.0
67,M,Malo,29966.0,32795.0
39,M,Bueno,109350.0,48276.0
69,M,Bueno,54189.0,19875.0
47,M,Bueno,91301.0,39191.0
37,F,Bueno,115758.0,12453.0
38,F,Malo,37223.0,49490.0
61,F,Bueno,98183.0,9260.0
49,M,Regular,,48629.0
68,M,Regular,47257.0,49993.0
63,M,Regular,117520.0,45244.0
66,F,Malo,70802.0,45706.0
38,M,Bueno,107748.0,49445.0
52,M,Malo,47215.0,42817.0
49,F,Bueno,75046.0,25898.0
47,M,Malo,114593.0,5614.0
56,F,Malo,,31843.0
66,F,Bueno,58669.0,44451.0
29,M,Malo,56126.0,11687.0
58,F,Bueno,,3801.0
64,M,Regular,99036.0,41048.0
35,F,Regular,36772.0,40144.0
38,M,Regular,68586.0,28942.0
30,F,Malo,71943.0,10148.0
38,M,Regular,88868.0,46828.0
25,F,Bueno,69855.0,17283.0
63,F,Regular,42218.0,19861.0
57,F,Regular,101008.0,34512.0
63,M,Malo,77205.0,22480.0
24,M,Bueno,24959.0,18637.0
40,F,Malo,102979.0,44621.0
61,M,Malo,65134.0,47431.0
49,F,Bueno,45874.0,34401.0
28,M,Malo,21301.0,23385.0
39,F,Bueno,78017.0,25437.0
39,M,Regular,63319.0,8149.0
60,F,Bueno,109616.0,
42,F,Bueno,106219.0,37469.0
39,F,Bueno,115192.0,23119.0
45,F,Malo,42455.0,46117.0
46,M,Bueno,24112.0,33781.0
30,F,Bueno,77033.0,16279.0
35,M,Bueno,78360.0,3299.0
19,M,Regular,102418.0,34274.0
46,F,Bueno,52145.0,4803.0
38,M,Malo,52735.0,17361.0
32,M,Bueno,92781.0,18201.0
69,M,Bueno,87641.0,28634.0
44,F,Regular,41711.0,14760.0
67,M,Bueno,25630.0,10826.0
48,M,Malo,85488.0,21285.0
32,F,Bueno,23206.0,46589.0
68,F,Malo,76289.0,45775.0
40,M,Regular,38953.0,48554.0
41,F,Bueno,30068.0,9140.0
61,M,Regular,98930.0,6798.0
30,M,Bueno,75916.0,49625.0
39,M,Malo,21067.0,567.0
60,F,Regular,70658.0,11624.0
54,M,Bueno,72165.0,12215.0
50,F,Malo,,7966.0
20,F,Regular,29859.0,40888.0
36,M,Bueno,49164.0,49047.0
40,F,Regular,100913.0,29753.0
46,F,Bueno,119251.0,44104.0
47,F,Malo,40773.0,37078.0
56,F,Malo,77295.0,45955.0
61,F,Regular,53939.0,46857.0
64,M,Regular,68599.0,1982.0
42,F,Bueno,26114.0,33864.0
54,M,Malo,118475.0,13582.0
64,M,Bueno,32818.0,19954.0
25,M,Malo,29335.0,39265.0
59,M,Regular,75008.0,46313.0
33,M,Bueno,91745.0,44350.0
25,M,Bueno,63148.0,15378.0
18,F,Malo,23577.0,43632.0
61,F,Malo,93916.0,4279.0
22,F,Malo,24076.0,27924.0
20,M,Regular,52925.0,17057.0
18,F,Bueno,71869.0,7312.0
21,F,Malo,79314.0,30353.0
57,F,Regular,61205.0,48208.0
52,M,Malo,31095.0,35137.0
49,F,Bueno,104715.0,20914.0
59,M,Malo,76680.0,16192.0
51,F,Bueno,48400.0,17450.0
60,M,Regular,104297.0,5432.0
42,M,Regular,87346.0,31012.0
27,M,Malo,107110.0,33455.0
38,F,Bueno,48562.0,13175.0
63,F,Bueno,60663.0,68.0
56,M,Bueno,38510.0,10295.0
44,F,Malo,81608.0,6774.0
44,M,Bueno,92489.0,49571.0
19,M,Bueno,72182.0,12190.0
58,F,Bueno,107667.0,31286.0
65,F,Bueno,46883.0,10789.0
30,F,Malo,91427.0,28914.0
26,M,Malo,55844.0,31944.0
69,M,Bueno,38728.0,6891.0
53,F,Bueno,118923.0,21977.0
39,M,Regular,31094.0,30351.0
59,F,Regular,22407.0,10316.0
43,M,Bueno,75412.0,33207.0
29,F,Bueno,32644.0,25654.0
34,F,Regular,105834.0,7466.0
31,M,Regular,80746.0,17637.0
